param_type,width_multiplier,rng_seed,post_encoder,ssm_state_0,ssm_output_0,ssm_post_gelu_0,ssm_post_glu_0,output
muP_SSM,1,0,0.20519497,0.13761169,0.34758213,0.17161717,0.13320988,0.13965742
muP_SSM,1,1,0.33334008,0.038960908,0.3297955,0.19559059,0.11654909,0.18276553
muP_SSM,1,2,0.35552552,0.008561667,0.2009938,0.09477222,0.07232675,0.12877761
muP_SSM,2,0,0.25099814,0.13907062,0.43312088,0.17296508,0.07188575,0.21725728
muP_SSM,2,1,0.2225655,0.1267064,0.5199019,0.30298874,0.19086972,0.27290425
muP_SSM,2,2,0.20258468,0.105703376,0.41316333,0.22915515,0.12582292,0.22138502
muP_SSM,4,0,0.16719176,0.15148352,0.36863127,0.23123299,0.14713548,0.100287184
muP_SSM,4,1,0.1967018,0.094261795,0.34851217,0.18029548,0.1007163,0.080871396
muP_SSM,4,2,0.15982541,0.14069638,0.44759282,0.22707845,0.11426915,0.054449968
muP_SSM,8,0,0.18060815,0.17601526,0.659261,0.3685189,0.22552863,0.08252216
muP_SSM,8,1,0.18247738,0.13593157,0.56000155,0.32610247,0.20582893,0.032941446
muP_SSM,8,2,0.15743218,0.11836268,0.5157795,0.308168,0.13911973,0.05592578
muP_SSM,16,0,0.1316705,0.11739644,0.49609858,0.27821493,0.18494111,0.098099254
muP_SSM,16,1,0.19695772,0.17934972,0.6821207,0.46376938,0.2672519,0.07391003
muP_SSM,16,2,0.15500066,0.11922468,0.52346253,0.32696572,0.17511684,0.0372745
muP_SSM,32,0,0.17284179,0.12648048,0.5018167,0.3236811,0.22454382,0.03618634
muP_SSM,32,1,0.15988432,0.11191231,0.46452042,0.29215604,0.18764113,0.06019151
muP_SSM,32,2,0.16880399,0.1306074,0.5763976,0.34720072,0.26428023,0.043878958
muP_SSM,64,0,0.18241979,0.1359788,0.5357556,0.35036483,0.26943898,0.03231488
muP_SSM,64,1,0.14909253,0.14558919,0.6308499,0.40430397,0.29196188,0.015373527
muP_SSM,64,2,0.17568108,0.13577166,0.623746,0.40868056,0.27854913,0.03256143
muP_SSM,128,0,0.1784264,0.1299511,0.5539943,0.3577865,0.2875127,0.031924106
muP_SSM,128,1,0.15417673,0.12923832,0.60080755,0.3802805,0.29977897,0.04650446
muP_SSM,128,2,0.16196471,0.12690057,0.5711731,0.3798421,0.32228208,0.027519459
muP_SSM,256,0,0.14219631,0.11346927,0.5972659,0.37555492,0.27019438,0.027910298
muP_SSM,256,1,0.15093242,0.10967066,0.57538354,0.3770339,0.25730684,0.043816175
muP_SSM,256,2,0.14783208,0.12191895,0.6162321,0.40352648,0.3509598,0.027410401
muP_SSM,512,0,0.13854924,0.12017963,0.6863621,0.4490648,0.33401492,0.039012484
muP_SSM,512,1,0.15697296,0.11643162,0.658202,0.42990813,0.31956878,0.028572928
muP_SSM,512,2,0.14189428,0.116952136,0.69885945,0.4499444,0.36328515,0.025411434
muP_3,1,0,0.20519497,0.13761169,0.34758213,0.17161717,0.13320988,0.13965742
muP_3,1,1,0.33334008,0.038960908,0.3297955,0.19559059,0.11654909,0.18276553
muP_3,1,2,0.35552552,0.008561667,0.2009938,0.09477222,0.07232675,0.12877761
muP_3,2,0,0.24245766,0.12385313,0.43748763,0.17538662,0.085710354,0.21654019
muP_3,2,1,0.22344705,0.12101784,0.44107503,0.24617489,0.13147327,0.21729177
muP_3,2,2,0.19770744,0.112512544,0.39100033,0.22259907,0.129383,0.20754896
muP_3,4,0,0.19377138,0.14602767,0.41033912,0.25783503,0.14859499,0.12830095
muP_3,4,1,0.23323207,0.082852855,0.32486713,0.17179972,0.08222661,0.069894634
muP_3,4,2,0.20395382,0.11786261,0.41354868,0.21904562,0.10216166,0.054532282
